3471.55 	650 	26343
2278.29 	650 	7593
2002.37 	650 	5094
926.257 	650 	389
841.702 	650 	223
741.035 	650 	70
661.801 	650 	3
642.124 	650 	1
192.094 	15 	570
192.094 	15 	560
192.094 	15 	563
192.094 	15 	531
192.094 	15 	514
192.094 	15 	487
192.094 	15 	472
212.132 	15 	592
212.132 	15 	582
212.132 	15 	552
212.132 	15 	566
212.132 	15 	560
212.132 	15 	528
212.132 	15 	504
212.132 	15 	528
212.132 	15 	505
212.132 	15 	490
212.132 	15 	490
212.132 	15 	489
212.132 	15 	453
212.132 	15 	422
212.132 	15 	417
212.132 	15 	419
212.132 	15 	408
212.132 	15 	408
169.706 	15 	279
169.706 	15 	286
169.706 	15 	280
169.706 	15 	286
169.706 	15 	284
150 	15 	235
90 	15 	125
174.929 	15 	469
174.929 	15 	451
174.929 	15 	451
174.929 	15 	449
174.929 	15 	452
161.555 	15 	528
161.555 	15 	484
161.555 	15 	485
161.555 	15 	484
161.555 	15 	485
161.555 	15 	465
161.555 	15 	467
161.555 	15 	457
161.555 	15 	403
161.555 	15 	402
161.555 	15 	401
161.555 	15 	373
161.555 	15 	339
161.555 	15 	329
161.555 	15 	328
161.555 	15 	328
161.555 	15 	329
161.555 	15 	331
134.164 	15 	251
134.164 	15 	252
134.164 	15 	233
134.164 	15 	230
134.164 	15 	230
134.164 	15 	213
134.164 	15 	211
134.164 	15 	217
174.929 	15 	440
192.094 	15 	414
192.094 	15 	409
192.094 	15 	387
212.132 	15 	454
212.132 	15 	471
212.132 	15 	434
212.132 	15 	431
212.132 	15 	409
212.132 	15 	427
212.132 	15 	401
212.132 	15 	399
212.132 	15 	399
212.132 	15 	408
212.132 	15 	388
212.132 	15 	384
192.094 	15 	388
169.706 	15 	318
169.706 	15 	317
169.706 	15 	313
169.706 	15 	286
169.706 	15 	284
192.094 	15 	336
192.094 	15 	341
192.094 	15 	335
174.929 	15 	335
174.929 	15 	332
174.929 	15 	334
174.929 	15 	333
174.929 	15 	313
174.929 	15 	311
174.929 	15 	310
174.929 	15 	310
174.929 	15 	294
161.555 	15 	320
161.555 	15 	304
161.555 	15 	301
161.555 	15 	275
161.555 	15 	274
161.555 	15 	274
152.971 	15 	319
152.971 	15 	346
174.929 	15 	309
174.929 	15 	308
174.929 	15 	309
174.929 	15 	314
174.929 	15 	307
174.929 	15 	307
174.929 	15 	309
174.929 	15 	311
152.971 	15 	436
152.971 	15 	404
152.971 	15 	357
152.971 	15 	357
152.971 	15 	306
152.971 	15 	307
152.971 	15 	308
152.971 	15 	301
152.971 	15 	268
152.971 	15 	269
152.971 	15 	266
152.971 	15 	267
134.164 	15 	313
134.164 	15 	312
161.555 	15 	273
161.555 	15 	272
161.555 	15 	274
161.555 	15 	275
134.164 	15 	211
134.164 	15 	209
134.164 	15 	210
134.164 	15 	214
134.164 	15 	224
134.164 	15 	203
134.164 	15 	211
134.164 	15 	205
108.167 	15 	145
108.167 	15 	144
108.167 	15 	145
108.167 	15 	144
108.167 	15 	144
108.167 	15 	144
108.167 	15 	150
108.167 	15 	148
108.167 	15 	148
84.8528 	15 	99
84.8528 	15 	100
84.8528 	15 	96
67.082 	15 	69
67.082 	15 	68
161.555 	15 	289
161.555 	15 	290
161.555 	15 	291
161.555 	15 	299
161.555 	15 	286
134.164 	15 	235
134.164 	15 	222
134.164 	15 	226
134.164 	15 	222
134.164 	15 	223
134.164 	15 	220
134.164 	15 	222
134.164 	15 	223
134.164 	15 	223
123.693 	15 	217
123.693 	15 	217
94.8683 	15 	156
94.8683 	15 	155
94.8683 	15 	151
94.8683 	15 	148
94.8683 	15 	148
94.8683 	15 	147
94.8683 	15 	133
94.8683 	15 	131
120 	15 	187
120 	15 	190
120 	15 	189
120 	15 	188
94.8683 	15 	125
90 	15 	117
174.929 	15 	265
212.132 	15 	612
212.132 	15 	570
212.132 	15 	585
212.132 	15 	560
212.132 	15 	577
192.094 	15 	473
192.094 	15 	428
192.094 	15 	426
192.094 	15 	422
192.094 	15 	530
192.094 	15 	532
192.094 	15 	519
192.094 	15 	496
169.706 	15 	417
169.706 	15 	413
169.706 	15 	410
169.706 	15 	367
174.929 	15 	497
174.929 	15 	490
174.929 	15 	487
169.706 	15 	354
150 	15 	277
150 	15 	272
150 	15 	379
161.555 	15 	488
161.555 	15 	483
150 	15 	352
150 	15 	324
161.555 	15 	378
161.555 	15 	374
161.555 	15 	369
161.555 	15 	362
161.555 	15 	360
161.555 	15 	355
161.555 	15 	335
161.555 	15 	330
161.555 	15 	325
161.555 	15 	318
161.555 	15 	309
161.555 	15 	302
161.555 	15 	300
152.971 	15 	297
161.555 	15 	286
161.555 	15 	281
161.555 	15 	274
161.555 	15 	267
161.555 	15 	232
161.555 	15 	228
161.555 	15 	218
161.555 	15 	209
161.555 	15 	204
161.555 	15 	197
152.971 	15 	296
152.971 	15 	280
134.164 	15 	183
152.971 	15 	292
123.693 	15 	240
161.555 	15 	194
123.693 	15 	218
161.555 	15 	191
123.693 	15 	249
161.555 	15 	190
108.167 	15 	146
108.167 	15 	144
108.167 	15 	141
120 	15 	210
94.8683 	15 	124
94.8683 	15 	121
123.693 	15 	151
152.971 	15 	161
152.971 	15 	156
152.971 	15 	141
152.971 	15 	136
152.971 	15 	131
192.094 	15 	532
192.094 	15 	490
192.094 	15 	443
192.094 	15 	423
